6.5056,6.21079,6.0516,-9.77788,
12.9694,6.30805,6.15184,-9.79792,
22.3114,6.39499,6.24342,-9.81571,
31.5205,6.4771,6.3263,-9.8304,
40.2507,6.55073,6.3987,-9.84395,
49.2317,6.61714,6.4559,-9.85761,
57.5441,6.69664,6.51384,-9.8756,
64.8816,6.78109,6.55248,-9.89439,
72.4601,6.84278,6.56074,-9.90582,
79.4724,6.91055,6.53428,-9.91617,
86.4146,6.96209,6.49831,-9.92152,
93.2704,7.0187,6.4363,-9.92699,
100.196,7.05536,6.37168,-9.9304,
107.758,7.08829,6.30904,-9.93273,
114.661,7.11885,6.19862,-9.93064,
122.14,7.13788,6.10055,-9.92521,
129.65,7.15135,5.9837,-9.91981,
136.759,7.16163,5.87027,-9.91471,
146.609,7.17102,5.75107,-9.91069,
154.492,7.17853,5.64941,-9.90585,
161.374,7.1867,5.53736,-9.89935,
167.964,7.18951,5.41556,-9.89413,
174.644,7.1907,5.27407,-9.88758,
181.577,7.18302,5.12973,-9.8837,
189.93,7.18097,5.01301,-9.88352,
199.095,7.17285,4.88288,-9.8831,
208.352,7.16747,4.78675,-9.88295,
217.775,7.16515,4.70144,-9.88115,
225.055,7.15279,4.58446,-9.87851,
231.543,7.13597,4.42679,-9.8762,
239.528,7.12116,4.30747,-9.87692,
246.686,7.11109,4.19801,-9.88153,
253.545,7.1018,4.10221,-9.88787,
261.851,7.08174,3.97226,-9.89745,
269.392,7.06764,3.86684,-9.90871,
277.638,7.04544,3.71978,-9.92541,
285.582,7.03932,3.64265,-9.93785,
292.297,7.0286,3.51225,-9.95666,
298.345,7.01312,3.36985,-9.96956,
304.947,7.00418,3.23501,-9.97741,
311.126,6.98148,3.02531,-9.9852,
316.956,6.96428,2.84729,-9.99307,
325.544,6.95398,2.73042,-9.99685,
333.414,6.94166,2.55128,-10.0026,
340.333,6.93386,2.41469,-10.0086,
347.019,6.91836,2.24714,-10.0148,
353.804,6.89466,2.01152,-10.024,
360.534,6.87781,1.83965,-10.0295,
367.141,6.86929,1.70579,-10.0318,
373.984,6.85053,1.53652,-10.0346,
380.722,6.83846,1.39674,-10.0378,
387.723,6.81142,1.17663,-10.0459,
394.488,6.79984,1.02853,-10.0525,
401.383,6.78199,0.834792,-10.0627,
408.42,6.77126,0.69607,-10.0705,
417.344,6.76019,0.567047,-10.0791,
425.892,6.7502,0.433697,-10.0871,
432.709,6.73986,0.298231,-10.0968,
439.684,6.73183,0.171186,-10.1052,
448.22,6.7283,0.0651992,-10.1099,
455.938,6.72189,-0.131619,-10.1169,
462.619,6.71822,-0.274228,-10.1195,
469.262,6.71378,-0.415185,-10.1228,
477.004,6.70833,-0.590209,-10.1259,
485.325,6.70372,-0.756052,-10.1304,
493.615,6.70003,-0.930818,-10.1347,
502.001,6.6985,-1.08526,-10.1388,
509.18,6.69663,-1.26327,-10.1425,
518.052,6.69774,-1.45842,-10.1467,
526.633,6.69955,-1.61257,-10.1498,
533.023,6.70159,-1.76769,-10.1511,
539.674,6.70442,-1.91882,-10.1522,
546.437,6.70609,-2.06087,-10.1543,
553.232,6.70844,-2.18242,-10.1559,
560.234,6.71113,-2.31134,-10.1561,
567.151,6.71433,-2.43296,-10.1565,
574.09,6.71863,-2.56416,-10.1543,
580.682,6.7225,-2.65737,-10.1522,
588.38,6.72775,-2.76585,-10.1542,
595.027,6.73312,-2.87603,-10.155,
601.831,6.73926,-2.99266,-10.1581,
609.237,6.7455,-3.11936,-10.1585,
615.787,6.75052,-3.23571,-10.1569,
620.762,6.75676,-3.38087,-10.1536,
629.239,6.7631,-3.51979,-10.1502,
637.994,6.76833,-3.65401,-10.1464,
646.289,6.77159,-3.74766,-10.1441,
654.635,6.77782,-3.90478,-10.14,
663.368,6.78417,-4.07341,-10.1375,
670.539,6.78974,-4.20841,-10.1366,
676.914,6.79419,-4.33308,-10.136,
683.57,6.7967,-4.46007,-10.1341,
691.518,6.80138,-4.61456,-10.1327,
698.19,6.80485,-4.74078,-10.1327,
706.356,6.80945,-4.85193,-10.1338,
714.519,6.81151,-4.94284,-10.1329,
722.744,6.81475,-5.04995,-10.1346,
730.547,6.82025,-5.14472,-10.1372,
737.294,6.82531,-5.26494,-10.1393,
744.07,6.82894,-5.37872,-10.14,
752.28,6.83374,-5.4774,-10.1413,
760.06,6.83814,-5.59738,-10.1424,
768.115,6.84522,-5.68279,-10.1439,
775.95,6.84963,-5.77242,-10.1425,
784.062,6.85382,-5.8519,-10.141,
790.879,6.86012,-5.92501,-10.1386,
797.551,6.86419,-6.01976,-10.1359,
805.998,6.85808,-6.08954,-10.133,
812.946,6.83919,-6.16187,-10.1312,
818.672,6.80113,-6.24012,-10.1282,
824.061,6.75104,-6.28874,-10.1243,
830.501,6.69513,-6.33459,-10.1181,
836.992,6.62544,-6.36908,-10.1102,
843.212,6.51187,-6.40948,-10.1004,
849.11,6.409,-6.43634,-10.0915,
857.482,6.31019,-6.46606,-10.0842,
866.6,6.1677,-6.50031,-10.0739,
875.126,6.08235,-6.52312,-10.0681,
882.784,5.98534,-6.54761,-10.0623,
889.506,5.8804,-6.54791,-10.0566,
896.21,5.7742,-6.54469,-10.0522,
903.178,5.65287,-6.55423,-10.0489,
910.923,5.54978,-6.53577,-10.0472,
918.426,5.44072,-6.53687,-10.0455,
924.659,5.32696,-6.52783,-10.0428,
932.263,5.22165,-6.51916,-10.0409,
940.608,5.10077,-6.5022,-10.0394,
947.111,5.02065,-6.48637,-10.0383,
953.675,4.9416,-6.47851,-10.0374,
959.948,4.83587,-6.46695,-10.0378,
966.364,4.6964,-6.43031,-10.0391,
972.53,4.58208,-6.38313,-10.0434,
978.289,4.47438,-6.3429,-10.0484,
984.712,4.34844,-6.30671,-10.0547,
991.105,4.26389,-6.26798,-10.06,
997.453,4.17278,-6.24795,-10.0665,
1003.91,4.08813,-6.24143,-10.0729,
1009.72,3.9732,-6.20853,-10.0836,
1016.05,3.87727,-6.18117,-10.0888,
1022.65,3.77458,-6.15931,-10.0949,
1028.97,3.65715,-6.13654,-10.102,
1034.92,3.53806,-6.11862,-10.1056,
1041.04,3.36221,-6.12338,-10.1063,
1047.15,3.25264,-6.13201,-10.1073,
1053.52,3.08674,-6.11978,-10.1097,
1059.56,2.88564,-6.11767,-10.1128,
1066.78,2.71759,-6.10152,-10.1172,
1073.16,2.56663,-6.089,-10.1227,
1079.07,2.40467,-6.07428,-10.1259,
1085.4,2.25566,-6.07097,-10.1292,
1093.05,2.09778,-6.08383,-10.1304,
1100.25,1.99424,-6.07724,-10.1319,
1108.71,1.83629,-6.07539,-10.1346,
